
New Run at  11/14/2014 23:26:02
, Time, UCBLearnAccesses; UCBClicks; randomLearnAccesses; randomClicks; greedyLearnAccesses; greedyClicks, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241679900,910307.0;55505.0;947401.0;35264.0;953264.0;51360.0,2086.0 49.0 109680 0.0080 0.0624 -0.0062 0.0463 0.0003;4264.0 203.0 109666 0.0137 0.0630 -0.0022 0.1044 0.0013;1903.0 23.0 109667 0.0040 0.0126 0.0219 0.0405 0.0046;2634.0 103.0 109668 -0.0073 0.0743 -0.0096 0.0902 0.0023;10176.0 506.0 109670 0.0283 0.0550 0.0437 0.1060 0.0172;1428.0 4.0 109660 0.0051 -0.0004 0.0108 -0.0010 -0.0001;10159.0 647.0 109674 0.0124 0.0896 0.0299 0.1097 0.0038;30536.0 2342.0 109676 0.0135 0.0742 0.0980 0.1171 0.0178;1521.0 26.0 109678 -0.0053 0.0041 0.0192 0.0779 -0.0007;5866.0 349.0 109679 0.0108 0.0247 0.0638 0.1153 0.0078;1514.0 8.0 109648 0.0010 0.0065 0.0040 0.0323 -0.0003;3911.0 193.0 109681 -0.0042 0.0791 0.0075 0.1002 0.0054;3272.0 107.0 109682 0.0145 -0.0268 0.0584 0.0839 0.0078;21992.0 1193.0 109635 0.0379 0.0675 0.0132 0.1072 0.0129;7571.0 394.0 109652 0.0243 0.0741 -0.0002 0.1051 -0.0005;2538.0 35.0 109656 0.0000 0.0127 0.0363 0.0413 0.0045;4837.0 211.0 109683 0.0234 0.0544 0.0120 0.0999 0.0079;2631.0 30.0 109628 -0.0020 0.0176 0.0209 0.0354 0.0094;7110.0 587.0 109661 -0.0358 0.0872 -0.0318 0.1299 0.0042;4901.0 209.0 109663 0.0050 0.0073 0.0544 0.1004 0.0192,109648.0 16282;109666.0 16282;109635.0 16282;109668.0 16282;109670.0 16282;109628.0 16282;109674.0 16282;109676.0 16282;109678.0 16282;109679.0 16282;109680.0 16282;109681.0 16282;109682.0 16282;109683.0 16282;109652.0 16282;109656.0 16282;109667.0 16282;109660.0 16282;109661.0 16282;109663.0 16282,109680 865;109666 834;109667 832;109668 781;109670 817;109660 809;109674 830;109676 845;109678 817;109679 823;109648 829;109681 769;109682 773;109635 790;109652 832;109656 726;109683 842;109628 844;109661 810;109663 814
data,1241680800,911328.0;55553.0;948441.0;35283.0;954227.0;51390.0,2086.0 49.0 109680 0.0080 0.0624 -0.0062 0.0463 0.0003;4301.0 205.0 109666 0.0147 0.0627 -0.0024 0.1044 0.0012;22014.0 1193.0 109635 0.0378 0.0672 0.0133 0.1071 0.0129;2636.0 103.0 109668 -0.0072 0.0740 -0.0096 0.0902 0.0023;10205.0 508.0 109670 0.0287 0.0547 0.0437 0.1058 0.0172;2631.0 30.0 109628 -0.0020 0.0176 0.0209 0.0354 0.0094;10183.0 647.0 109674 0.0124 0.0892 0.0299 0.1098 0.0036;30799.0 2361.0 109676 0.0129 0.0736 0.0982 0.1173 0.0185;1522.0 26.0 109678 -0.0053 0.0040 0.0192 0.0779 -0.0007;5903.0 350.0 109679 0.0108 0.0248 0.0638 0.1148 0.0079;1515.0 8.0 109648 0.0010 0.0065 0.0040 0.0323 -0.0003;3914.0 193.0 109681 -0.0042 0.0789 0.0074 0.1002 0.0054;3280.0 108.0 109682 0.0157 -0.0275 0.0584 0.0836 0.0079;1903.0 23.0 109667 0.0040 0.0126 0.0219 0.0405 0.0046;7573.0 394.0 109652 0.0242 0.0741 -0.0002 0.1051 -0.0005;2538.0 35.0 109656 0.0000 0.0127 0.0363 0.0413 0.0045;4840.0 211.0 109683 0.0234 0.0543 0.0121 0.0998 0.0079;1429.0 4.0 109660 0.0051 -0.0004 0.0108 -0.0010 -0.0001;7194.0 595.0 109661 -0.0353 0.0875 -0.0321 0.1296 0.0040;5405.0 224.0 109663 0.0048 0.0070 0.0544 0.1004 0.0215,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 971;109666 1042;109635 1066;109668 989;109670 977;109628 1005;109674 1018;109676 956;109678 1026;109679 979;109648 1043;109681 955;109682 960;109667 979;109652 1007;109656 986;109683 1007;109660 982;109661 962;109663 1090
data,1241681400,912304.0;55583.0;949501.0;35322.0;955229.0;51419.0,1520.0 8.0 109648 0.0010 0.0065 0.0040 0.0323 -0.0003;4352.0 210.0 109666 0.0182 0.0618 -0.0033 0.1044 0.0012;1910.0 23.0 109667 0.0039 0.0126 0.0219 0.0406 0.0046;2642.0 103.0 109668 -0.0072 0.0739 -0.0096 0.0902 0.0023;10263.0 511.0 109670 0.0289 0.0543 0.0437 0.1058 0.0173;2631.0 30.0 109628 -0.0020 0.0176 0.0209 0.0354 0.0094;10214.0 647.0 109674 0.0124 0.0888 0.0299 0.1097 0.0033;31082.0 2372.0 109676 0.0126 0.0730 0.0976 0.1177 0.0178;1527.0 26.0 109678 -0.0053 0.0040 0.0192 0.0779 -0.0007;5935.0 350.0 109679 0.0104 0.0245 0.0636 0.1146 0.0077;2092.0 49.0 109680 0.0080 0.0624 -0.0062 0.0462 0.0003;3926.0 194.0 109681 -0.0043 0.0796 0.0075 0.1001 0.0053;3291.0 108.0 109682 0.0157 -0.0275 0.0582 0.0836 0.0078;22034.0 1194.0 109635 0.0379 0.0671 0.0133 0.1070 0.0129;7580.0 394.0 109652 0.0242 0.0737 -0.0001 0.1051 -0.0005;2538.0 35.0 109656 0.0000 0.0127 0.0363 0.0413 0.0045;4848.0 211.0 109683 0.0234 0.0542 0.0121 0.0997 0.0078;1435.0 4.0 109660 0.0051 -0.0004 0.0108 -0.0010 -0.0001;7272.0 598.0 109661 -0.0338 0.0865 -0.0321 0.1288 0.0037;5755.0 230.0 109663 0.0049 0.0067 0.0544 0.1005 0.0209,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 1021;109666 987;109667 988;109668 963;109670 1041;109628 1041;109674 1032;109676 1004;109678 975;109679 981;109680 1018;109681 1044;109682 948;109635 968;109652 977;109656 1034;109683 1012;109660 1045;109661 927;109663 994
data,1241682000,913277.0;55630.0;950531.0;35341.0;956193.0;51451.0,2110.0 49.0 109680 0.0080 0.0622 -0.0062 0.0463 0.0003;4405.0 211.0 109666 0.0175 0.0620 -0.0031 0.1046 0.0011;22048.0 1194.0 109635 0.0379 0.0668 0.0134 0.1070 0.0129;2661.0 103.0 109668 -0.0071 0.0738 -0.0096 0.0903 0.0022;10412.0 519.0 109670 0.0300 0.0536 0.0434 0.1063 0.0172;1452.0 4.0 109660 0.0051 -0.0004 0.0108 -0.0010 -0.0001;10242.0 648.0 109674 0.0123 0.0888 0.0300 0.1096 0.0031;31322.0 2393.0 109676 0.0129 0.0727 0.0979 0.1175 0.0180;1544.0 26.0 109678 -0.0053 0.0040 0.0190 0.0779 -0.0006;5997.0 351.0 109679 0.0103 0.0244 0.0634 0.1145 0.0082;1538.0 8.0 109648 0.0010 0.0064 0.0040 0.0323 -0.0003;3957.0 195.0 109681 -0.0042 0.0797 0.0075 0.1000 0.0052;3365.0 110.0 109682 0.0165 -0.0280 0.0581 0.0836 0.0083;1975.0 24.0 109667 0.0039 0.0125 0.0219 0.0405 0.0054;7584.0 394.0 109652 0.0243 0.0736 -0.0001 0.1050 -0.0005;2538.0 35.0 109656 0.0000 0.0127 0.0363 0.0413 0.0045;4869.0 211.0 109683 0.0234 0.0541 0.0121 0.0997 0.0077;2631.0 30.0 109628 -0.0020 0.0176 0.0209 0.0354 0.0094;7368.0 609.0 109661 -0.0348 0.0858 -0.0329 0.1300 0.0045;5802.0 230.0 109663 0.0049 0.0067 0.0544 0.1005 0.0205,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 929;109666 961;109635 1054;109668 982;109670 1027;109660 944;109674 981;109676 964;109678 989;109679 987;109648 1046;109681 1019;109682 1003;109667 1032;109652 1008;109656 1025;109683 1006;109628 1020;109661 1019;109663 1004
data,1241682900,914228.0;55662.0;951510.0;35357.0;957109.0;51491.0,2128.0 49.0 109680 0.0080 0.0622 -0.0062 0.0463 0.0003;4438.0 211.0 109666 0.0170 0.0620 -0.0030 0.1046 0.0011;1995.0 24.0 109667 0.0039 0.0125 0.0219 0.0405 0.0053;2681.0 103.0 109668 -0.0070 0.0735 -0.0097 0.0903 0.0021;10518.0 523.0 109670 0.0303 0.0532 0.0434 0.1062 0.0169;2632.0 30.0 109628 -0.0020 0.0175 0.0209 0.0354 0.0094;10277.0 650.0 109674 0.0124 0.0886 0.0299 0.1099 0.0028;31687.0 2412.0 109676 0.0124 0.0725 0.0978 0.1179 0.0185;1561.0 26.0 109678 -0.0053 0.0040 0.0190 0.0779 -0.0006;6020.0 352.0 109679 0.0102 0.0240 0.0634 0.1151 0.0080;1557.0 8.0 109648 0.0010 0.0064 0.0040 0.0323 -0.0003;3985.0 195.0 109681 -0.0040 0.0789 0.0074 0.1002 0.0050;3393.0 110.0 109682 0.0164 -0.0280 0.0581 0.0836 0.0081;22057.0 1194.0 109635 0.0379 0.0667 0.0134 0.1069 0.0130;7587.0 394.0 109652 0.0243 0.0734 -0.0002 0.1051 -0.0005;2538.0 35.0 109656 0.0000 0.0127 0.0363 0.0413 0.0045;4894.0 211.0 109683 0.0235 0.0541 0.0121 0.0996 0.0075;1470.0 4.0 109660 0.0051 -0.0004 0.0108 -0.0010 -0.0001;7468.0 614.0 109661 -0.0347 0.0853 -0.0330 0.1297 0.0048;5885.0 231.0 109663 0.0049 0.0065 0.0544 0.1005 0.0202,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 1003;109666 983;109667 997;109668 981;109670 1014;109628 1038;109674 978;109676 940;109678 1011;109679 1067;109648 996;109681 1020;109682 964;109635 987;109652 1013;109656 1060;109683 919;109660 984;109661 1011;109663 1034
data,1241683800,915239.0;55698.0;952566.0;35380.0;958142.0;51526.0,1575.0 8.0 109648 0.0010 0.0063 0.0040 0.0324 -0.0003;4465.0 211.0 109666 0.0168 0.0620 -0.0029 0.1044 0.0011;22070.0 1195.0 109635 0.0378 0.0664 0.0132 0.1073 0.0129;2703.0 103.0 109668 -0.0069 0.0732 -0.0097 0.0903 0.0021;10670.0 531.0 109670 0.0309 0.0538 0.0433 0.1060 0.0171;2634.0 30.0 109628 -0.0020 0.0173 0.0209 0.0354 0.0094;10322.0 651.0 109674 0.0125 0.0882 0.0299 0.1098 0.0034;32097.0 2431.0 109676 0.0127 0.0723 0.0975 0.1177 0.0193;1581.0 26.0 109678 -0.0053 0.0040 0.0190 0.0779 -0.0006;6052.0 352.0 109679 0.0102 0.0240 0.0634 0.1147 0.0078;2151.0 49.0 109680 0.0080 0.0619 -0.0062 0.0464 0.0003;4012.0 195.0 109681 -0.0039 0.0783 0.0073 0.1003 0.0049;3423.0 110.0 109682 0.0161 -0.0278 0.0580 0.0837 0.0079;4917.0 211.0 109683 0.0235 0.0539 0.0121 0.0997 0.0073;7589.0 394.0 109652 0.0243 0.0733 -0.0001 0.1050 -0.0005;2539.0 35.0 109656 0.0000 0.0126 0.0363 0.0413 0.0045;2016.0 24.0 109667 0.0039 0.0125 0.0219 0.0405 0.0052;1489.0 4.0 109660 0.0051 -0.0004 0.0108 -0.0010 -0.0001;7543.0 621.0 109661 -0.0348 0.0841 -0.0321 0.1307 0.0044;5934.0 231.0 109663 0.0050 0.0064 0.0544 0.1005 0.0198,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 1003;109666 955;109635 1076;109668 1012;109670 1021;109628 1004;109674 989;109676 1064;109678 1037;109679 969;109680 1040;109681 964;109682 1030;109683 963;109652 906;109656 1012;109667 1008;109660 974;109661 993;109663 980
data,1241684400,916276.0;55735.0;953595.0;35407.0;959143.0;51561.0,2167.0 49.0 109680 0.0080 0.0618 -0.0062 0.0465 0.0003;4491.0 211.0 109666 0.0164 0.0620 -0.0027 0.1045 0.0010;2034.0 24.0 109667 0.0039 0.0125 0.0219 0.0405 0.0051;2730.0 104.0 109668 -0.0071 0.0737 -0.0096 0.0903 0.0020;10846.0 538.0 109670 0.0310 0.0532 0.0431 0.1071 0.0167;1504.0 4.0 109660 0.0051 -0.0004 0.0108 -0.0010 -0.0001;10384.0 654.0 109674 0.0124 0.0885 0.0298 0.1099 0.0034;32463.0 2450.0 109676 0.0124 0.0719 0.0976 0.1180 0.0193;1596.0 26.0 109678 -0.0053 0.0040 0.0190 0.0779 -0.0006;6079.0 352.0 109679 0.0103 0.0240 0.0634 0.1146 0.0076;1591.0 8.0 109648 0.0010 0.0063 0.0040 0.0324 -0.0003;4031.0 195.0 109681 -0.0038 0.0782 0.0073 0.1003 0.0048;3451.0 110.0 109682 0.0159 -0.0277 0.0580 0.0838 0.0077;22080.0 1195.0 109635 0.0378 0.0663 0.0133 0.1073 0.0129;7589.0 394.0 109652 0.0243 0.0733 -0.0001 0.1050 -0.0005;2539.0 35.0 109656 0.0000 0.0126 0.0363 0.0413 0.0045;4943.0 211.0 109683 0.0234 0.0538 0.0121 0.0997 0.0071;2634.0 30.0 109628 -0.0020 0.0173 0.0209 0.0354 0.0094;7690.0 628.0 109661 -0.0344 0.0841 -0.0324 0.1302 0.0060;5977.0 231.0 109663 0.0050 0.0064 0.0544 0.1005 0.0195,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 973;109666 1004;109667 992;109668 957;109670 987;109660 983;109674 1011;109676 1024;109678 1025;109679 1018;109648 1021;109681 979;109682 979;109635 972;109652 966;109656 980;109683 1035;109628 987;109661 1031;109663 1076
data,1241685300,917258.0;55761.0;954579.0;35424.0;960115.0;51582.0,1604.0 8.0 109648 0.0010 0.0063 0.0040 0.0324 -0.0003;4511.0 211.0 109666 0.0164 0.0615 -0.0027 0.1045 0.0010;22092.0 1195.0 109635 0.0378 0.0660 0.0133 0.1073 0.0130;2749.0 104.0 109668 -0.0069 0.0730 -0.0097 0.0904 0.0020;10996.0 545.0 109670 0.0319 0.0530 0.0428 0.1066 0.0166;2635.0 30.0 109628 -0.0020 0.0172 0.0209 0.0354 0.0094;10419.0 654.0 109674 0.0124 0.0881 0.0299 0.1098 0.0032;32809.0 2459.0 109676 0.0124 0.0722 0.0972 0.1176 0.0191;1608.0 26.0 109678 -0.0053 0.0040 0.0190 0.0779 -0.0006;6096.0 352.0 109679 0.0103 0.0240 0.0632 0.1146 0.0075;2181.0 49.0 109680 0.0079 0.0618 -0.0061 0.0465 0.0003;4047.0 195.0 109681 -0.0038 0.0779 0.0072 0.1004 0.0047;3517.0 111.0 109682 0.0157 -0.0276 0.0578 0.0838 0.0082;2049.0 24.0 109667 0.0040 0.0124 0.0219 0.0406 0.0050;7594.0 394.0 109652 0.0243 0.0731 -0.0001 0.1051 -0.0005;2540.0 35.0 109656 0.0000 0.0124 0.0363 0.0413 0.0045;4956.0 211.0 109683 0.0234 0.0538 0.0121 0.0997 0.0070;1516.0 4.0 109660 0.0051 -0.0004 0.0108 -0.0010 -0.0001;7803.0 635.0 109661 -0.0353 0.0838 -0.0331 0.1304 0.0061;6079.0 233.0 109663 0.0050 0.0063 0.0544 0.1005 0.0195,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 961;109666 1047;109635 998;109668 1045;109670 1052;109628 962;109674 1057;109676 963;109678 1007;109679 1018;109680 978;109681 1038;109682 983;109667 981;109652 997;109656 1013;109683 961;109660 985;109661 956;109663 998
data,1241686200,918252.0;55803.0;955642.0;35446.0;961120.0;51613.0,1612.0 8.0 109648 0.0010 0.0062 0.0040 0.0324 -0.0003;4522.0 211.0 109666 0.0163 0.0613 -0.0027 0.1045 0.0010;2059.0 24.0 109667 0.0040 0.0122 0.0219 0.0406 0.0049;2760.0 104.0 109668 -0.0068 0.0727 -0.0097 0.0904 0.0020;11220.0 552.0 109670 0.0315 0.0524 0.0430 0.1064 0.0172;2636.0 30.0 109628 -0.0020 0.0171 0.0209 0.0354 0.0094;10442.0 654.0 109674 0.0125 0.0878 0.0299 0.1099 0.0029;33062.0 2477.0 109676 0.0122 0.0722 0.0970 0.1184 0.0193;1617.0 26.0 109678 -0.0053 0.0039 0.0190 0.0779 -0.0006;6121.0 353.0 109679 0.0101 0.0240 0.0636 0.1145 0.0074;2195.0 49.0 109680 0.0080 0.0611 -0.0061 0.0467 0.0003;4059.0 195.0 109681 -0.0037 0.0778 0.0071 0.1004 0.0047;3530.0 111.0 109682 0.0156 -0.0275 0.0576 0.0839 0.0082;22096.0 1195.0 109635 0.0378 0.0660 0.0134 0.1073 0.0130;7602.0 394.0 109652 0.0242 0.0728 -0.0001 0.1051 -0.0005;2541.0 35.0 109656 0.0001 0.0123 0.0363 0.0413 0.0045;4966.0 211.0 109683 0.0234 0.0537 0.0122 0.0998 0.0070;1526.0 4.0 109660 0.0051 -0.0004 0.0108 -0.0010 -0.0001;7888.0 644.0 109661 -0.0355 0.0838 -0.0329 0.1310 0.0055;6341.0 240.0 109663 0.0049 0.0062 0.0544 0.1005 0.0201,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 979;109666 1005;109667 924;109668 974;109670 1018;109628 1006;109674 963;109676 978;109678 981;109679 1060;109680 995;109681 962;109682 1054;109635 999;109652 1036;109656 1048;109683 944;109660 1045;109661 1000;109663 1029
data,1241686800,919222.0;55848.0;956614.0;35467.0;962164.0;51657.0,2202.0 49.0 109680 0.0080 0.0609 -0.0062 0.0468 0.0002;4530.0 211.0 109666 0.0162 0.0613 -0.0027 0.1045 0.0010;22101.0 1195.0 109635 0.0378 0.0659 0.0134 0.1072 0.0130;2766.0 104.0 109668 -0.0067 0.0726 -0.0097 0.0904 0.0019;11433.0 561.0 109670 0.0318 0.0522 0.0428 0.1067 0.0176;2636.0 30.0 109628 -0.0020 0.0171 0.0209 0.0354 0.0094;10463.0 655.0 109674 0.0125 0.0879 0.0299 0.1097 0.0028;33649.0 2508.0 109676 0.0119 0.0711 0.0970 0.1192 0.0206;1622.0 26.0 109678 -0.0053 0.0039 0.0189 0.0780 -0.0006;6127.0 353.0 109679 0.0102 0.0240 0.0633 0.1145 0.0074;1617.0 8.0 109648 0.0010 0.0062 0.0040 0.0324 -0.0003;4067.0 195.0 109681 -0.0036 0.0775 0.0071 0.1005 0.0046;3542.0 112.0 109682 0.0168 -0.0283 0.0575 0.0836 0.0081;4975.0 212.0 109683 0.0233 0.0556 0.0123 0.0994 0.0069;7607.0 394.0 109652 0.0242 0.0727 -0.0001 0.1051 -0.0005;2541.0 35.0 109656 0.0001 0.0123 0.0363 0.0413 0.0045;2065.0 24.0 109667 0.0040 0.0122 0.0219 0.0406 0.0049;1531.0 4.0 109660 0.0051 -0.0004 0.0108 -0.0010 -0.0001;7939.0 646.0 109661 -0.0346 0.0838 -0.0322 0.1299 0.0055;6352.0 240.0 109663 0.0049 0.0062 0.0544 0.1005 0.0201,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 1021;109666 1024;109635 1041;109668 993;109670 956;109628 1013;109674 989;109676 1046;109678 1015;109679 977;109648 975;109681 1003;109682 974;109683 1036;109652 978;109656 984;109667 1004;109660 991;109661 953;109663 1027
